HGNC symbol	Ensembl Gene ID
PHOX2A	ENSG00000165462
P4HB	ENSG00000185624
CCL23	ENSG00000167236
ING2	ENSG00000168556
MYO5C	ENSG00000128833
SOX11	ENSG00000176887
ITIH2	ENSG00000151655
RAB3B	ENSG00000169213
ATP8B2	ENSG00000143515
SESN1	ENSG00000080546
GMPPB	ENSG00000173540
ETV2	ENSG00000105672
EXOSC1	ENSG00000171311
SPI1	ENSG00000066336
STAT4	ENSG00000138378
IL6R	ENSG00000160712
ARHGDIA	ENSG00000141522
SFRP4	ENSG00000106483
ME1	ENSG00000065833
EEF1G	ENSG00000254772
CLPB	ENSG00000162129
NLGN3	ENSG00000196338
SRP72	ENSG00000174780
RPL36AL	ENSG00000165502
MGAT2	ENSG00000168282
ZFYVE9	ENSG00000157077
POLR2H	ENSG00000163882
UBE2Q1	ENSG00000160714
ITIH3	ENSG00000162267
CAPNS1	ENSG00000126247
LAPTM4B	ENSG00000104341
POLE2	ENSG00000100479
NUDT9	ENSG00000170502
CHRNB2	ENSG00000160716
RSAD2	ENSG00000134321
COX6B1	ENSG00000126267
TPST1	ENSG00000169902
CDC42BPA	ENSG00000143776
BCMO1	ENSG00000135697
MYO1B	ENSG00000128641
TBC1D15	ENSG00000121749
ADAR	ENSG00000160710
GJB1	ENSG00000169562
BCL7A	ENSG00000110987
FZD8	ENSG00000177283
ID2	ENSG00000115738
KCNN3	ENSG00000143603
MAP3K10	ENSG00000130758
CCL18	ENSG00000006074
ATP1B2	ENSG00000129244
PMVK	ENSG00000163344
KCTD7	ENSG00000243335
JMJD4	ENSG00000081692
SDPR	ENSG00000168497
PBXIP1	ENSG00000163346
GAN	ENSG00000127688
SPA17	ENSG00000064199
MATN2	ENSG00000132561
CDH1	ENSG00000039068
DDX19B	ENSG00000157349
PCYT2	ENSG00000185813
ARF1	ENSG00000143761
ZCCHC11	ENSG00000134744
UPK1A	ENSG00000105668
RND1	ENSG00000172602
C1orf35	ENSG00000143793
PGF	ENSG00000119630
ADORA2B	ENSG00000170425
ZBTB32	ENSG00000011590
GPX7	ENSG00000116157
RAP2C	ENSG00000123728
ZNF696	ENSG00000185730
CNTFR	ENSG00000122756
KIDINS220	ENSG00000134313
DNAH7	ENSG00000118997
SHC1	ENSG00000160691
TIAM2	ENSG00000146426
TP53	ENSG00000141510
SIRT7	ENSG00000187531
ECHDC2	ENSG00000121310
STK17B	ENSG00000081320
CKS1B	ENSG00000173207
PGAM2	ENSG00000164708
THPO	ENSG00000090534
MBNL3	ENSG00000076770
NRGN	ENSG00000154146
MYO5A	ENSG00000197535
CLEC4M	ENSG00000104938
POLM	ENSG00000122678
FLAD1	ENSG00000160688
USP19	ENSG00000172046
RABGEF1	ENSG00000154710
LENEP	ENSG00000163352
SSRP1	ENSG00000149136
CYP26B1	ENSG00000003137
EIF2B2	ENSG00000119718
SCP2	ENSG00000116171
ZBTB7B	ENSG00000160685
SLC41A3	ENSG00000114544
TBCA	ENSG00000171530
COX7A1	ENSG00000161281
P2RX3	ENSG00000109991
STX18	ENSG00000168818
SLC1A7	ENSG00000162383
CHRD	ENSG00000090539
ARF3	ENSG00000134287
GUK1	ENSG00000143774
CPT2	ENSG00000157184
CYP11A1	ENSG00000140459
C1orf123	ENSG00000162384
SPARCL1	ENSG00000152583
MAGOH	ENSG00000162385
MAFG	ENSG00000197063
GTF3C3	ENSG00000119041
KLHDC2	ENSG00000165516
KIN	ENSG00000151657
RARG	ENSG00000172819
RBM3	ENSG00000102317
ARMCX2	ENSG00000184867
G6PD	ENSG00000160211
LRP8	ENSG00000157193
AP3B1	ENSG00000132842
PYCR1	ENSG00000183010
CCL3	ENSG00000006075
PGAP1	ENSG00000197121
MCM4	ENSG00000104738
ZNF248	ENSG00000198105
GLIS1	ENSG00000174332
SPR	ENSG00000116096
CIB1	ENSG00000185043
MED25	ENSG00000104973
MLH3	ENSG00000119684
EMX1	ENSG00000135638
ADAM19	ENSG00000135074
B3GNT4	ENSG00000176383
MSX1	ENSG00000163132
CYTL1	ENSG00000170891
CCL4	ENSG00000129277
STK32B	ENSG00000152953
SNAP91	ENSG00000065609
DCTN3	ENSG00000137100
AKT2	ENSG00000105221
POLR3E	ENSG00000058600
YIPF1	ENSG00000058799
PSMC3	ENSG00000165916
CLGN	ENSG00000153132
ADAM15	ENSG00000143537
DIO1	ENSG00000211452
SF3B1	ENSG00000115524
PRG3	ENSG00000156575
RPL30	ENSG00000156482
NONO	ENSG00000147140
DIABLO	ENSG00000184047
TRGC2	ENSG00000227191
NGRN	ENSG00000182768
RARS	ENSG00000113643
ITIH4	ENSG00000055955
ATP5C1	ENSG00000165629
DNM1	ENSG00000106976
LRRC42	ENSG00000116212
ASPSCR1	ENSG00000169696
PRG2	ENSG00000186652
HSPD1	ENSG00000144381
TNK1	ENSG00000174292
EFNA4	ENSG00000243364
ROBO3	ENSG00000154134
IKBKG	ENSG00000073009
HSPE1	ENSG00000115541
EFNA3	ENSG00000143590
OBSCN	ENSG00000154358
ZNF146	ENSG00000167635
PDE2A	ENSG00000186642
SEMA7A	ENSG00000138623
RAB11FIP5	ENSG00000135631
EFNA1	ENSG00000169242
TMEM59	ENSG00000116209
GNG13	ENSG00000127588
CLK4	ENSG00000113240
SMYD5	ENSG00000135632
HRSP12	ENSG00000132541
IRF2	ENSG00000168310
SPINK2	ENSG00000128040
DPM3	ENSG00000179085
LHFPL2	ENSG00000145685
ACYP1	ENSG00000119640
AEBP1	ENSG00000106624
SKIV2L	ENSG00000225737
POP1	ENSG00000104356
TRIM17	ENSG00000162931
TTC19	ENSG00000011295
TRIM46	ENSG00000163462
REST	ENSG00000084093
HIST3H3	ENSG00000168148
HIST3H2A	ENSG00000181218
PTOV1	ENSG00000104960
ARSB	ENSG00000113273
C4orf6	ENSG00000082929
RNF187	ENSG00000168159
DSPP	ENSG00000152591
SLC43A3	ENSG00000134802
GABARAPL3	ENSG00000238244
CCT7	ENSG00000135624
UBE2V2	ENSG00000169139
RAB4A	ENSG00000168118
PLCL1	ENSG00000115896
SSBP3	ENSG00000157216
SPHAR	ENSG00000213029
ZNF37A	ENSG00000075407
PLCG2	ENSG00000197943
CASP3	ENSG00000164305
ACTA1	ENSG00000143632
KIF13B	ENSG00000197892
MUC1	ENSG00000185499
SATB2	ENSG00000119042
ACOT11	ENSG00000162390
NUP133	ENSG00000069248
STRA13	ENSG00000169689
DMP1	ENSG00000152592
MTA2	ENSG00000149480
NEK9	ENSG00000119638
WDR13	ENSG00000101940
ZC3H3	ENSG00000014164
ALDH1L1	ENSG00000144908
RASGRP1	ENSG00000172575
RAC3	ENSG00000169750
THBS3	ENSG00000169231
TAF5L	ENSG00000135801
ZNF354A	ENSG00000169131
IQGAP1	ENSG00000140575
DCXR	ENSG00000169738
GALNT2	ENSG00000143641
THTPA	ENSG00000259431
MTX1	ENSG00000173171
GALT	ENSG00000213930
IBSP	ENSG00000029559
PGBD5	ENSG00000177614
EFCAB1	ENSG00000034239
CD164	ENSG00000135535
DDX19A	ENSG00000168872
SNAI2	ENSG00000019549
FBXO41	ENSG00000163013
MEPE	ENSG00000152595
TTC4	ENSG00000243725
COG2	ENSG00000135775
GBA	ENSG00000177628
EGR4	ENSG00000135625
EVC	ENSG00000072840
PANK3	ENSG00000120137
AGT	ENSG00000135744
ACHE	ENSG00000087085
SNAP23	ENSG00000092531
TTC22	ENSG00000006555
LRRC8E	ENSG00000171017
POLR2B	ENSG00000047315
ARF6	ENSG00000165527
CAPN9	ENSG00000135773
ITGB1BP2	ENSG00000147166
TRHDE	ENSG00000072657
MAP2K7	ENSG00000076984
DHCR24	ENSG00000116133
TFDP3	ENSG00000183434
GPC4	ENSG00000076716
ALMS1	ENSG00000116127
TFB1M	ENSG00000029639
APOM	ENSG00000204444
ARID3B	ENSG00000179361
SNTG1	ENSG00000147481
SLC28A3	ENSG00000197506
SCAMP3	ENSG00000116521
RFNG	ENSG00000169733
STK3	ENSG00000104375
TTC13	ENSG00000143643
AOX1	ENSG00000138356
DUSP4	ENSG00000120875
SLIT3	ENSG00000184347
NAT8	ENSG00000144035
PNKP	ENSG00000039650
RET	ENSG00000165731
USP24	ENSG00000162402
CLK2	ENSG00000176444
TMED10	ENSG00000170348
HCN3	ENSG00000143630
PPAP2B	ENSG00000162407
C6orf47	ENSG00000204439
DUSP11	ENSG00000144048
PRKAA2	ENSG00000162409
NCOR1	ENSG00000141027
PKLR	ENSG00000143627
BZW1	ENSG00000082153
C8A	ENSG00000157131
SPP1	ENSG00000118785
CDR2	ENSG00000140743
MUC3A	ENSG00000169894
ONECUT1	ENSG00000169856
FDPS	ENSG00000160752
CAMKV	ENSG00000164076
C8B	ENSG00000021852
CLK3	ENSG00000179335
NOX3	ENSG00000074771
CLK1	ENSG00000013441
GNPAT	ENSG00000116906
CHL1	ENSG00000134121
GPS1	ENSG00000169727
CTAG1B	ENSG00000184033
CTAG2	ENSG00000126890
KCNC2	ENSG00000166006
DAB1	ENSG00000173406
RUSC1	ENSG00000160753
EGLN1	ENSG00000135766
GPC3	ENSG00000147257
POLD2	ENSG00000106628
GOLGA2	ENSG00000167110
TSNAX	ENSG00000116918
TAF1	ENSG00000147133
GATA3	ENSG00000107485
TACSTD2	ENSG00000184292
NIF3L1	ENSG00000196290
ESPL1	ENSG00000135476
STAMBP	ENSG00000124356
FOS	ENSG00000170345
ASH1L	ENSG00000116539
SLC43A1	ENSG00000149150
JUN	ENSG00000177606
NTRK2	ENSG00000148053
ZFP2	ENSG00000198939
CRMP1	ENSG00000072832
ACTG2	ENSG00000163017
OSR2	ENSG00000164920
MSTO1	ENSG00000125459
MELK	ENSG00000165304
NDUFB3	ENSG00000119013
MLF1IP	ENSG00000151725
HOOK1	ENSG00000134709
SSTR5	ENSG00000162009
DUS1L	ENSG00000169718
SNAPC2	ENSG00000104976
CYP2J2	ENSG00000134716
DISC1	ENSG00000162946
SOS2	ENSG00000100485
EFNB3	ENSG00000108947
CSNK2B	ENSG00000204435
ST3GAL2	ENSG00000157350
EML3	ENSG00000149499
BHMT2	ENSG00000132840
DGUOK	ENSG00000114956
TIMM44	ENSG00000104980
CFLAR	ENSG00000003402
BHMT	ENSG00000145692
YY1AP1	ENSG00000163374
IGFBP7	ENSG00000163453
TM2D1	ENSG00000162604
BATF	ENSG00000156127
CACNA1H	ENSG00000196557
AP1G2	ENSG00000213983
FASN	ENSG00000169710
AUTS2	ENSG00000158321
DAP3	ENSG00000132676
PCNXL2	ENSG00000135749
TIMM10	ENSG00000134809
L2HGDH	ENSG00000087299
GRM6	ENSG00000113262
ACSL1	ENSG00000151726
CASP10	ENSG00000003400
INADL	ENSG00000132849
KLF15	ENSG00000163884
SFMBT1	ENSG00000163935
MTHFD2	ENSG00000065911
KCNK1	ENSG00000135750
HS3ST2	ENSG00000122254
CNTN6	ENSG00000134115
TARBP1	ENSG00000059588
CCDC37	ENSG00000163885
TOMM20	ENSG00000173726
CASP8	ENSG00000064012
USP1	ENSG00000162607
LY6G5C	ENSG00000204428
ST18	ENSG00000147488
RBM34	ENSG00000188739
MYL7	ENSG00000106631
SYT11	ENSG00000132718
TBC1D17	ENSG00000104946
LPHN3	ENSG00000150471
ADAMTS2	ENSG00000087116
RIT1	ENSG00000143622
HOMER1	ENSG00000152413
DKC1	ENSG00000130826
ATP5S	ENSG00000125375
KIAA0907	ENSG00000132680
MST1R	ENSG00000164078
PFDN5	ENSG00000123349
RAB27A	ENSG00000069974
ARID4B	ENSG00000054267
UBE2L6	ENSG00000156587
SLC4A5	ENSG00000188687
CDKL1	ENSG00000100490
ARHGEF2	ENSG00000116584
CYB5R4	ENSG00000065615
ANGPTL3	ENSG00000132855
OGT	ENSG00000147162
GGPS1	ENSG00000152904
CINP	ENSG00000100865
ELAVL1	ENSG00000066044
IL11RA	ENSG00000137070
TBCE	ENSG00000116957
SCNN1G	ENSG00000166828
SERPING1	ENSG00000149131
FOXD3	ENSG00000187140
PLD3	ENSG00000105223
SSR2	ENSG00000163479
TSPAN3	ENSG00000140391
SDHA	ENSG00000073578
CCL25	ENSG00000131142
ALG6	ENSG00000088035
GNG4	ENSG00000168243
GCK	ENSG00000106633
RB1CC1	ENSG00000023287
UBQLN4	ENSG00000160803
SMPD2	ENSG00000135587
SLC39A14	ENSG00000104635
ITGB3BP	ENSG00000142856
ZNF345	ENSG00000251247
RAB25	ENSG00000132698
PIGB	ENSG00000069943
PKD2	ENSG00000118762
SLC16A3	ENSG00000141526
LYST	ENSG00000143669
HSD17B2	ENSG00000086696
MAP4K5	ENSG00000012983
PGM1	ENSG00000079739
WFS1	ENSG00000109501
ROR1	ENSG00000185483
VPS13B	ENSG00000132549
NID1	ENSG00000116962
DOCK2	ENSG00000134516
SERPINE1	ENSG00000106366
LMNA	ENSG00000160789
CCPG1	ENSG00000260916
RUFY1	ENSG00000176783
ZXDC	ENSG00000070476
AP1S1	ENSG00000106367
ERO1LB	ENSG00000086619
RAVER2	ENSG00000162437
SCNN1B	ENSG00000168447
HPRT1	ENSG00000165704
JAK1	ENSG00000162434
VGF	ENSG00000128564
TRHR	ENSG00000174417
OPRK1	ENSG00000082556
SEMA4A	ENSG00000196189
PRKCD	ENSG00000163932
EEF1D	ENSG00000104529
ROM1	ENSG00000149489
ATP6V1H	ENSG00000047249
ZDHHC14	ENSG00000175048
TTLL5	ENSG00000119685
DNAJC6	ENSG00000116675
FZD7	ENSG00000155760
PMF1	ENSG00000160783
BGLAP	ENSG00000242252
PLAC1	ENSG00000170965
DCTN1	ENSG00000204843
USP6NL	ENSG00000148429
MICAL1	ENSG00000135596
FAIM2	ENSG00000135472
SUMO1	ENSG00000116030
PAQR6	ENSG00000160781
LGALS8	ENSG00000116977
LEPR	ENSG00000116678
YKT6	ENSG00000106636
COQ4	ENSG00000167113
LEPROT	ENSG00000213625
ZNF239	ENSG00000196793
SLC25A4	ENSG00000151729
MPHOSPH6	ENSG00000135698
COG7	ENSG00000168434
BMPR2	ENSG00000204217
B3GAT3	ENSG00000149541
MAN2B2	ENSG00000013288
PDE4B	ENSG00000184588
MPP1	ENSG00000130830
ECHDC3	ENSG00000134463
TLE2	ENSG00000065717
CCL27	ENSG00000213927
CSNK1D	ENSG00000141551
HEATR1	ENSG00000119285
CXCR3	ENSG00000186810
PYGO1	ENSG00000171016
PLOD3	ENSG00000106397
C12orf10	ENSG00000139637
BLM	ENSG00000197299
CD7	ENSG00000173762
CYP1A1	ENSG00000140465
CCT3	ENSG00000163468
RBM6	ENSG00000004534
UBTD1	ENSG00000165886
GLIPR1	ENSG00000139278
CDH13	ENSG00000140945
WDR12	ENSG00000138442
ACTN2	ENSG00000077522
TPSG1	ENSG00000116176
CCL19	ENSG00000172724
SECTM1	ENSG00000141574
PIN4	ENSG00000102309
INSL5	ENSG00000172410
GGA2	ENSG00000103365
RGS20	ENSG00000147509
EPHA5	ENSG00000145242
POM121	ENSG00000196313
WDR78	ENSG00000152763
SAV1	ENSG00000151748
TMEM66	ENSG00000133872
ANKRD2	ENSG00000165887
C14orf1	ENSG00000133935
COG4	ENSG00000103051
AGTPBP1	ENSG00000135049
RHBG	ENSG00000132677
MTR	ENSG00000116984
LRP2BP	ENSG00000109771
S100P	ENSG00000163993
MRFAP1L1	ENSG00000178988
TXNRD3	ENSG00000197763
UPF2	ENSG00000151461
CARF	ENSG00000138380
C1orf61	ENSG00000125462
KIAA0232	ENSG00000170871
SNX9	ENSG00000130340
CCL21	ENSG00000137077
ABCG2	ENSG00000118777
ASPH	ENSG00000198363
GANAB	ENSG00000089597
MEF2D	ENSG00000116604
IL5RA	ENSG00000091181
NUP62	ENSG00000213024
ZNF32	ENSG00000169740
KIAA1045	ENSG00000122733
THBS4	ENSG00000113296
CYP1A2	ENSG00000140505
NEDD4	ENSG00000069869
RYR2	ENSG00000198626
CXCL12	ENSG00000107562
CYP20A1	ENSG00000119004
RCOR1	ENSG00000089902
SLC35D1	ENSG00000116704
TMEM47	ENSG00000147027
CSK	ENSG00000103653
PDCD6	ENSG00000249915
CHRM3	ENSG00000133019
TPSAB1	ENSG00000172236
AAAS	ENSG00000094914
CAMK2B	ENSG00000058404
DNAJB5	ENSG00000137094
SYNJ2	ENSG00000078269
GREM2	ENSG00000180875
ABI2	ENSG00000138443
HAPLN2	ENSG00000132702
TGFB3	ENSG00000119699
TRAF3	ENSG00000131323
ENY2	ENSG00000120533
PHLDA1	ENSG00000139289
IL12RB2	ENSG00000081985
BCAN	ENSG00000132692
ZNHIT1	ENSG00000106400
PRX	ENSG00000105227
RASSF4	ENSG00000107551
AQP2	ENSG00000167580
WAS	ENSG00000015285
RGS7	ENSG00000182901
NES	ENSG00000132688
MOSPD1	ENSG00000101928
CRABP2	ENSG00000143320
LY6G6E	ENSG00000255552
SERBP1	ENSG00000142864
PLXNA1	ENSG00000114554
ISG20L2	ENSG00000143319
FH	ENSG00000091483
AQP5	ENSG00000161798
GADD45A	ENSG00000116717
LY6G6D	ENSG00000244355
TKT	ENSG00000163931
GNG12	ENSG00000172380
DIRAS3	ENSG00000162595
TPSD1	ENSG00000095917
AQP6	ENSG00000086159
COX6C	ENSG00000164919
MRPL24	ENSG00000143314
KMO	ENSG00000117009
FURIN	ENSG00000140564
DHTKD1	ENSG00000181192
HDGF	ENSG00000143321
AMN	ENSG00000166126
NIN	ENSG00000100503
OPN3	ENSG00000054277
SERTAD3	ENSG00000167565
IQSEC3	ENSG00000120645
CHML	ENSG00000203668
HSBP1	ENSG00000230989
PRCC	ENSG00000143294
RPE65	ENSG00000116745
SH2D2A	ENSG00000027869
C6orf25	ENSG00000204420
CD28	ENSG00000178562
UBE2I	ENSG00000103275
CTLA4	ENSG00000163599
DEPDC1	ENSG00000024526
BLVRB	ENSG00000090013
ICOS	ENSG00000163600
NTRK1	ENSG00000198400
EXO1	ENSG00000174371
MAP1LC3C	ENSG00000197769
INSRR	ENSG00000027644
RACGAP1	ENSG00000161800
RPS4X	ENSG00000198034
CDC42BPB	ENSG00000198752
VCP	ENSG00000165280
NAP1L1	ENSG00000187109
LRRC40	ENSG00000066557
TCEA1	ENSG00000187735
ZFYVE16	ENSG00000039319
CXorf48	ENSG00000169551
HMG20A	ENSG00000140382
CITED1	ENSG00000125931
CD320	ENSG00000167775
AVPI1	ENSG00000119986
ATF5	ENSG00000169136
ARHGEF11	ENSG00000132694
FES	ENSG00000182511
GRPEL1	ENSG00000109519
ZNHIT3	ENSG00000108278
CHD3	ENSG00000170004
ETV3	ENSG00000117036
HHLA3	ENSG00000197568
C10orf10	ENSG00000165507
CLDN15	ENSG00000106404
NARF	ENSG00000141562
SEC61A2	ENSG00000065665
CTH	ENSG00000116761
F8	ENSG00000185010
NRP2	ENSG00000118257
LYPLA1	ENSG00000120992
SDCCAG8	ENSG00000054282
LEPROTL1	ENSG00000104660
ZNF22	ENSG00000165512
ESRRB	ENSG00000119715
NT5E	ENSG00000135318
PTGER3	ENSG00000050628
PCGF1	ENSG00000115289
AKT3	ENSG00000117020
TLX2	ENSG00000115297
SPTBN4	ENSG00000160460
ODF2	ENSG00000136811
ALOX5	ENSG00000012779
LMAN1L	ENSG00000140506
ADSS	ENSG00000035687
MLYCD	ENSG00000103150
ZBTB24	ENSG00000112365
FOXK2	ENSG00000141568
HERC6	ENSG00000138642
FCRL2	ENSG00000132704
FPGT	ENSG00000254685
NDUFS1	ENSG00000023228
AUP1	ENSG00000115307
CD5L	ENSG00000073754
VASH1	ENSG00000071246
HSPA1L	ENSG00000236251
EEF1B2	ENSG00000114942
SLC6A12	ENSG00000111181
PPP3CC	ENSG00000120910
VRK3	ENSG00000105053
TNNI3K	ENSG00000116783
KIRREL	ENSG00000183853
GPR1	ENSG00000183671
CD1D	ENSG00000158473
ANGEL1	ENSG00000013523
CD1A	ENSG00000158477
SLC9A3	ENSG00000066230
CD1C	ENSG00000158481
CD1B	ENSG00000158485
RAB40B	ENSG00000141542
ADAM23	ENSG00000114948
EFCAB2	ENSG00000203666
NSUN5	ENSG00000130305
CRYZ	ENSG00000116791
HTRA2	ENSG00000115317
NDUFA7	ENSG00000267855
CD1E	ENSG00000158488
PIGL	ENSG00000108474
FN3KRP	ENSG00000141560
SF3B3	ENSG00000189091
BAIAP3	ENSG00000007516
SMYD3	ENSG00000185420
TFB2M	ENSG00000162851
SPTA1	ENSG00000163554
KLF7	ENSG00000118263
SCCPDH	ENSG00000143653
FN3K	ENSG00000167363
ACADM	ENSG00000117054
RBM5	ENSG00000003756
CRBN	ENSG00000113851
RABL5	ENSG00000128581
MNDA	ENSG00000163563
RPS28	ENSG00000233927
ALDH5A1	ENSG00000112294
CREB1	ENSG00000118260
TNFAIP2	ENSG00000185215
RABGGTB	ENSG00000137955
PYHIN1	ENSG00000163564
NDUFAB1	ENSG00000004779
CACNA1D	ENSG00000157388
POLR2K	ENSG00000147669
LY6G6C	ENSG00000204421
AHCTF1	ENSG00000153207
MSH4	ENSG00000057468
FANCG	ENSG00000221829
PDLIM3	ENSG00000154553
MRPL15	ENSG00000137547
ST6GALNAC5	ENSG00000117069
PIGK	ENSG00000142892
IFI16	ENSG00000163565
FZD5	ENSG00000163251
PYCRL	ENSG00000104524
DDAH2	ENSG00000213722
FOXI1	ENSG00000168269
ZNF695	ENSG00000197472
F8A1	ENSG00000197932
VIM	ENSG00000026025
DCTN6	ENSG00000104671
AK5	ENSG00000154027
ZNF669	ENSG00000188295
AIM2	ENSG00000163568
CEP72	ENSG00000112877
CRYGD	ENSG00000118231
FKBP6	ENSG00000077800
CRYGC	ENSG00000163254
CRYGB	ENSG00000182187
CRYGA	ENSG00000168582
SPAG1	ENSG00000104450
TBCD	ENSG00000141556
ZNF124	ENSG00000196418
MBTPS1	ENSG00000140943
PYGL	ENSG00000100504
FCER1A	ENSG00000179639
OR10J1	ENSG00000196184
IDH1	ENSG00000138413
GNRHR	ENSG00000109163
APCS	ENSG00000132703
CRP	ENSG00000132693
SLC6A13	ENSG00000010379
SOX17	ENSG00000164736
MCM2	ENSG00000073111
MAN2A2	ENSG00000196547
DOK1	ENSG00000115325
PHKA1	ENSG00000067177
HERC5	ENSG00000138646
SEMA4F	ENSG00000135622
SUV39H1	ENSG00000101945
TSTA3	ENSG00000104522
MNS1	ENSG00000138587
TMPRSS11D	ENSG00000153802
ANGPTL4	ENSG00000167772
UBB	ENSG00000170315
HK2	ENSG00000159399
FZD9	ENSG00000188763
BAZ1B	ENSG00000009954
EIF5	ENSG00000100664
CLIC1	ENSG00000213719
MAP2	ENSG00000078018
TPPP	ENSG00000171368
DHFR	ENSG00000228716
TACR1	ENSG00000115353
TRPV2	ENSG00000187688
DCTN5	ENSG00000166847
SFRP5	ENSG00000120057
PIGO	ENSG00000165282
FAM21C	ENSG00000172661
GTF2H5	ENSG00000272047
MTCP1	ENSG00000214827
TULP4	ENSG00000130338
ZDHHC11	ENSG00000188818
MRPL19	ENSG00000115364
PODXL2	ENSG00000114631
SP1	ENSG00000185591
ANKRD46	ENSG00000186106
NGB	ENSG00000165553
CAMK1D	ENSG00000183049
ZNF473	ENSG00000142528
RPE	ENSG00000197713
POMT2	ENSG00000009830
ZNF623	ENSG00000183309
LYN	ENSG00000254087
OR1D4	ENSG00000255095
SCAMP2	ENSG00000140497
LRRTM4	ENSG00000176204
BRD9	ENSG00000028310
UCP1	ENSG00000109424
TRIM9	ENSG00000100505
ACADL	ENSG00000115361
NAP1L2	ENSG00000186462
MYL1	ENSG00000168530
CTNND1	ENSG00000198561
RPS20	ENSG00000008988
SORBS2	ENSG00000154556
CDX4	ENSG00000131264
OSBPL8	ENSG00000091039
LANCL1	ENSG00000115365
MARK3	ENSG00000075413
STOML2	ENSG00000165283
LCP2	ENSG00000043462
FCHSD2	ENSG00000137478
YTHDC1	ENSG00000083896
SH3TC1	ENSG00000125089
CPS1	ENSG00000021826
CRTAC1	ENSG00000095713
KCNAB3	ENSG00000170049
RBPMS	ENSG00000157110
PLK1	ENSG00000166851
RAB11B	ENSG00000185236
KCNIP1	ENSG00000182132
HERC3	ENSG00000138641
MSH3	ENSG00000113318
MPI	ENSG00000178802
SMARCD1	ENSG00000066117
ERBB4	ENSG00000178568
TCF12	ENSG00000140262
ZCCHC6	ENSG00000083223
SLC16A2	ENSG00000147100
MOS	ENSG00000172680
OPTN	ENSG00000123240
PLAG1	ENSG00000181690
MYH14	ENSG00000105357
MSH5	ENSG00000204410
CHCHD7	ENSG00000170791
SPAG16	ENSG00000144451
VAC14	ENSG00000103043
MGLL	ENSG00000074416
PABPC1	ENSG00000070756
KCNMB1	ENSG00000145936
BARD1	ENSG00000138376
ABCB7	ENSG00000131269
P2RY2	ENSG00000175591
SEMA3F	ENSG00000001617
SETMAR	ENSG00000170364
P2RY6	ENSG00000171631
GABRP	ENSG00000094755
ABCA12	ENSG00000144452
VBP1	ENSG00000155959
LHX1	ENSG00000132130
NUDCD3	ENSG00000015676
HSPA1A	ENSG00000237724
GPD1	ENSG00000167588
PENK	ENSG00000181195
PRKRIP1	ENSG00000128563
C14orf166	ENSG00000087302
ATIC	ENSG00000138363
ERN2	ENSG00000134398
IMPAD1	ENSG00000104331
SEC61A1	ENSG00000058262
CBWD1	ENSG00000172785
CLIC2	ENSG00000155962
NPC1L1	ENSG00000015520
ARHGEF17	ENSG00000110237
NID2	ENSG00000087303
AATF	ENSG00000108270
IDS	ENSG00000010404
THBS1	ENSG00000137801
RANBP17	ENSG00000204764
ZDHHC17	ENSG00000186908
ACOX3	ENSG00000087008
H2AFB3	ENSG00000185978
TMLHE	ENSG00000185973
RUVBL1	ENSG00000175792
SYNCRIP	ENSG00000135316
ITPR1	ENSG00000150995
GNAT1	ENSG00000114349
TRIP13	ENSG00000071539
PTGDR	ENSG00000168229
PTGER2	ENSG00000125384
ZNF571	ENSG00000180479
SCRIB	ENSG00000180900
GATA1	ENSG00000102145
HYDIN	ENSG00000157423
GAS1	ENSG00000180447
ACACA	ENSG00000132142
GUCY2D	ENSG00000132518
DAPK1	ENSG00000196730
GNAI2	ENSG00000114353
BET1L	ENSG00000177951
CKB	ENSG00000166165
ALOX15B	ENSG00000179593
SLC12A7	ENSG00000113504
KCNC3	ENSG00000131398
IL9R	ENSG00000124334
DDX56	ENSG00000136271
HSPA1B	ENSG00000224501
ERO1L	ENSG00000197930
NR1H2	ENSG00000131408
FGF16	ENSG00000196468
HTR1E	ENSG00000168830
CGA	ENSG00000135346
ZNF573	ENSG00000189144
BAG5	ENSG00000166170
ATRX	ENSG00000085224
MAP3K1	ENSG00000095015
CLCN7	ENSG00000103249
SPTAN1	ENSG00000197694
PLEKHB1	ENSG00000021300
ALOX12B	ENSG00000179477
PSMC6	ENSG00000100519
ZNF292	ENSG00000188994
SOD2	ENSG00000112096
CYP7A1	ENSG00000167910
PAX5	ENSG00000196092
ALOXE3	ENSG00000179148
CPZ	ENSG00000109625
GATA2	ENSG00000179348
POLR2J	ENSG00000005075
IFRD2	ENSG00000214706
RIC8A	ENSG00000177963
TLX3	ENSG00000164438
CSRP2	ENSG00000175183
CKMT2	ENSG00000131730
NPM1	ENSG00000181163
RPN1	ENSG00000163902
HPS1	ENSG00000107521
FN1	ENSG00000115414
POLD1	ENSG00000062822
SNCA	ENSG00000145335
CACNG3	ENSG00000006116
WTAP	ENSG00000146457
OGDH	ENSG00000105953
RBBP6	ENSG00000122257
RAB6A	ENSG00000175582
SIPA1L3	ENSG00000105738
PECR	ENSG00000115425
LPXN	ENSG00000110031
SIRT3	ENSG00000142082
SORBS3	ENSG00000120896
NINJ2	ENSG00000171840
XRCC5	ENSG00000079246
NAV3	ENSG00000067798
PER1	ENSG00000179094
SMARCAL1	ENSG00000138375
HDAC6	ENSG00000094631
HYAL3	ENSG00000186792
RPL37A	ENSG00000197756
KIAA0319	ENSG00000137261
