Identifiers	mean	sd	median	minimum	maximum	n	Mean/StdDev	CV	MFC
MUC1	6.87	1.66	6.32	2.81	13.18	13629	4.13	24.22	4.70
SOAT2	4.44	1.08	4.31	2.09	11.62	13629	4.13	24.23	5.56
MGC31957	5.19	1.26	5.21	2.07	10.11	13629	4.13	24.23	4.89
PIB5PA	5.42	1.31	5.31	2.17	11.87	13629	4.13	24.23	5.47
FA2H	5.79	1.40	5.64	0.93	11.73	13629	4.13	24.24	12.67
TFAP2A	6.14	1.49	5.72	2.60	11.55	13629	4.13	24.24	4.45
VCPIP1	4.87	1.18	4.97	1.85	9.46	13629	4.12	24.24	5.12
WDR46	6.08	1.47	6.48	2.41	9.82	13629	4.12	24.24	4.07
ZNF573	5.87	1.42	6.09	0.93	10.77	13629	4.12	24.25	11.63
LILRB2	6.17	1.50	6.02	2.56	11.54	13629	4.12	24.25	4.51
TTBK2	5.29	1.28	5.44	1.49	11.12	13629	4.12	24.25	7.48
BUB1	5.24	1.27	5.11	2.24	9.15	13629	4.12	24.26	4.08
BNC1	4.92	1.19	4.94	1.32	10.93	13629	4.12	24.26	8.27
C6orf15	5.43	1.32	4.96	2.35	12.71	13629	4.12	24.26	5.41
SLCO1C1	5.00	1.21	5.08	1.20	10.83	13629	4.12	24.26	9.01
F2RL1	6.42	1.56	6.11	2.35	11.57	13629	4.12	24.27	4.92
EDN2	4.84	1.18	4.70	2.32	10.46	13629	4.12	24.28	4.51
GDAP1L1	5.00	1.21	5.04	2.26	9.96	13629	4.12	24.28	4.40
LGMN	7.53	1.83	7.92	2.14	12.80	13629	4.12	24.28	5.99
BGN	7.26	1.76	6.95	2.73	12.75	13629	4.12	24.28	4.66
MLL2	4.08	0.99	3.91	1.43	7.72	13629	4.12	24.28	5.38
CLIC5	6.18	1.50	5.76	2.81	11.44	13629	4.12	24.28	4.08
MSX1	6.15	1.49	6.14	2.03	12.71	13629	4.12	24.29	6.28
FLJ46675	4.26	1.03	4.01	1.77	8.79	13629	4.12	24.29	4.98
LOC346329	4.05	0.98	3.98	0.93	7.78	13629	4.12	24.29	8.40
FANCF	6.20	1.51	6.60	1.83	11.05	13629	4.12	24.29	6.05
LOC123876	4.87	1.18	4.89	1.99	12.08	13629	4.12	24.29	6.09
DOK2	6.14	1.49	5.96	2.07	11.32	13629	4.12	24.30	5.46
KCND1	4.53	1.10	4.39	1.96	8.90	13629	4.12	24.30	4.53
ASS	8.34	2.03	8.48	2.12	13.82	13629	4.11	24.30	6.51
OLFM1	6.18	1.50	5.88	2.68	12.53	13629	4.11	24.30	4.68
PRAMEF10	4.50	1.09	4.31	2.08	8.36	13629	4.11	24.31	4.02
CDC25A	5.44	1.32	5.37	2.41	10.73	13629	4.11	24.31	4.46
FLJ20366	6.81	1.66	6.68	2.00	12.45	13629	4.11	24.31	6.23
FAM12B	2.93	0.71	2.79	0.93	9.60	13629	4.11	24.31	10.36
FOXL2	4.43	1.08	4.49	1.68	11.27	13629	4.11	24.31	6.71
TBC1D16	6.86	1.67	7.20	2.10	11.88	13629	4.11	24.32	5.64
INADL	4.37	1.06	4.38	1.77	8.78	13629	4.11	24.32	4.97
KYNU	6.31	1.53	5.90	2.70	12.23	13629	4.11	24.32	4.53
PLA2G3	4.78	1.16	4.54	2.08	9.17	13629	4.11	24.32	4.40
GLS2	5.01	1.22	4.79	1.95	10.66	13629	4.11	24.32	5.46
GPX3	8.34	2.03	8.09	3.42	14.03	13629	4.11	24.32	4.11
PRSS12	4.69	1.14	4.67	1.77	10.31	13629	4.11	24.33	5.84
WNT7A	4.94	1.20	4.87	1.89	9.31	13629	4.11	24.33	4.93
NFASC	5.27	1.28	5.06	1.83	11.62	13629	4.11	24.33	6.36
IL10	4.59	1.12	4.67	1.43	11.63	13629	4.11	24.33	8.12
CABP3	4.33	1.05	4.31	1.83	11.17	13629	4.11	24.33	6.12
KHDRBS3	6.50	1.58	6.67	2.19	11.66	13629	4.11	24.34	5.32
SLURP1	4.65	1.13	4.56	2.00	12.95	13629	4.11	24.34	6.47
KIR2DS5	4.99	1.22	4.66	1.54	11.45	13629	4.11	24.34	7.46
PVRL3	5.62	1.37	5.56	1.49	11.35	13629	4.11	24.34	7.64
TCEB3B	4.38	1.07	4.48	1.32	8.60	13629	4.11	24.34	6.50
KCNJ10	4.79	1.16	4.94	1.77	8.76	13629	4.11	24.34	4.96
TKTL1	4.70	1.14	4.56	2.35	12.99	13629	4.11	24.34	5.53
GRIA1	4.25	1.04	4.10	2.25	11.20	13629	4.11	24.35	4.97
AGPAT4	5.19	1.26	5.35	2.14	9.55	13629	4.11	24.35	4.47
NBEA	6.14	1.49	6.07	1.85	12.16	13629	4.11	24.35	6.58
MGC12488	4.95	1.21	5.08	1.54	9.73	13629	4.11	24.35	6.33
KIAA0574	4.54	1.11	4.37	2.07	10.22	13629	4.11	24.35	4.94
KIR2DL2	4.78	1.16	4.50	1.43	11.14	13629	4.11	24.35	7.77
KIAA1199	5.65	1.38	5.43	2.32	11.81	13629	4.11	24.36	5.09
TPBG	8.23	2.00	8.41	2.56	13.01	13629	4.11	24.36	5.08
SAMD9	5.59	1.36	5.61	1.85	10.82	13629	4.10	24.36	5.86
GPA33	6.10	1.48	6.12	1.54	12.60	13629	4.10	24.36	8.21
KLK15	3.93	0.96	3.85	1.83	7.86	13629	4.10	24.37	4.30
GUCY2F	3.60	0.88	3.49	1.63	8.10	13629	4.10	24.37	4.96
WFDC2	7.24	1.76	6.69	2.21	14.03	13629	4.10	24.37	6.34
ZNF41	3.99	0.97	4.14	0.93	7.14	13629	4.10	24.37	7.71
IL6	6.18	1.51	5.94	2.34	13.90	13629	4.10	24.38	5.93
SPIB	5.81	1.42	5.76	1.89	12.57	13629	4.10	24.38	6.66
FAM59A	6.15	1.50	6.36	1.85	11.00	13629	4.10	24.38	5.95
KIR3DL3	4.67	1.14	4.48	1.20	10.91	13629	4.10	24.38	9.08
SNAI1	5.34	1.30	5.40	2.17	10.83	13629	4.10	24.39	4.99
C4A	8.07	1.97	7.59	3.47	13.73	13629	4.10	24.39	3.95
TBC1D2	5.41	1.32	5.53	2.09	9.68	13629	4.10	24.39	4.63
CLCN1	4.76	1.16	4.71	1.32	9.38	13629	4.10	24.40	7.09
HIST1H2BN	4.21	1.03	4.04	1.20	9.60	13629	4.10	24.40	7.99
PRB4	4.97	1.21	4.63	1.77	14.03	13629	4.10	24.40	7.94
IFRG28	5.91	1.44	6.02	1.54	10.61	13629	4.10	24.40	6.91
SLC7A11	6.29	1.53	6.05	2.83	11.93	13629	4.10	24.40	4.22
IGF1	6.29	1.54	5.89	2.30	11.85	13629	4.10	24.40	5.16
NOX3	2.99	0.73	2.80	1.20	7.12	13629	4.10	24.41	5.93
RIMS1	4.92	1.20	4.94	1.77	10.97	13629	4.10	24.41	6.22
EYA4	4.84	1.18	4.88	1.91	9.61	13629	4.10	24.41	5.03
IRS1	6.73	1.64	6.89	1.91	12.23	13629	4.10	24.41	6.40
TIMP3	7.54	1.84	7.53	3.05	12.94	13629	4.10	24.42	4.24
EDNRA	5.90	1.44	5.63	2.44	12.40	13629	4.09	24.42	5.08
S100G	3.66	0.89	3.52	1.32	12.20	13629	4.09	24.42	9.23
PDGFC	7.98	1.95	8.37	1.83	12.53	13629	4.09	24.43	6.86
TCF8	5.97	1.46	5.99	2.28	10.49	13629	4.09	24.43	4.59
MEFV	5.74	1.40	5.73	2.14	11.95	13629	4.09	24.44	5.58
ZNF571	4.91	1.20	5.21	1.72	10.73	13629	4.09	24.44	6.23
ACTL7B	3.99	0.97	3.83	1.54	11.31	13629	4.09	24.44	7.36
GNAT2	3.74	0.91	3.57	1.68	11.29	13629	4.09	24.44	6.73
CRX	4.10	1.00	3.90	1.77	11.96	13629	4.09	24.44	6.78
ABCB1	5.44	1.33	5.31	2.26	11.82	13629	4.09	24.44	5.22
RELN	6.16	1.51	5.90	2.29	12.91	13629	4.09	24.44	5.63
OPRD1	4.38	1.07	4.36	2.04	9.67	13629	4.09	24.45	4.75
F13A1	7.48	1.83	7.32	1.68	13.82	13629	4.09	24.45	8.23
NID1	6.54	1.60	6.52	2.10	11.84	13629	4.09	24.45	5.63
OXT	4.99	1.22	4.87	1.20	13.04	13629	4.09	24.45	10.85
BACE2	7.31	1.79	7.45	2.35	12.54	13629	4.09	24.45	5.34
CTF1	5.68	1.39	5.66	1.20	10.19	13629	4.09	24.45	8.48
CASP5	4.93	1.21	4.92	1.58	11.37	13629	4.09	24.45	7.17
OR51E2	4.33	1.06	4.07	1.93	11.05	13629	4.09	24.46	5.74
IGFBP5	7.03	1.72	6.77	3.79	12.58	13629	4.09	24.46	3.32
FAT4	5.38	1.32	5.43	1.32	11.01	13629	4.09	24.46	8.33
HOXC10	6.45	1.58	6.16	2.03	12.47	13629	4.09	24.46	6.16
ARNTL2	5.68	1.39	5.72	1.81	10.59	13629	4.09	24.47	5.86
TRIM46	4.04	0.99	3.90	1.58	8.23	13629	4.09	24.47	5.19
ITGA3	6.45	1.58	6.53	2.25	12.29	13629	4.09	24.47	5.45
RCV1	4.67	1.14	4.50	2.03	14.03	13629	4.09	24.48	6.93
KIAA1155	6.35	1.55	6.17	1.89	11.53	13629	4.09	24.48	6.11
LDHAL6B	4.39	1.07	4.60	0.93	10.49	13629	4.08	24.48	11.32
P2RX1	6.40	1.57	6.16	2.36	12.18	13629	4.08	24.48	5.16
HTR2C	4.07	1.00	4.15	1.58	10.14	13629	4.08	24.49	6.40
NR0B2	5.37	1.32	5.30	1.32	10.93	13629	4.08	24.49	8.27
LAMA2	5.83	1.43	5.54	2.56	10.99	13629	4.08	24.49	4.29
LECT2	3.88	0.95	3.78	1.20	12.15	13629	4.08	24.49	10.11
ALOX12	4.96	1.22	5.01	1.63	11.99	13629	4.08	24.49	7.35
ZBTB16	6.76	1.66	6.43	2.10	12.13	13629	4.08	24.49	5.77
DKFZP434F0318	6.65	1.63	6.63	1.63	13.05	13629	4.08	24.50	8.00
GDPD2	5.47	1.34	5.02	2.00	10.73	13629	4.08	24.50	5.37
HHEX	6.48	1.59	6.19	1.91	11.87	13629	4.08	24.51	6.21
THBS1	6.73	1.65	6.48	3.10	13.20	13629	4.08	24.51	4.25
PRKAA2	4.95	1.21	5.03	0.93	11.28	13629	4.08	24.52	12.18
H2AFY2	6.24	1.53	6.20	1.83	11.72	13629	4.08	24.52	6.41
FHL1	8.06	1.98	7.77	3.78	13.47	13629	4.08	24.52	3.57
ADAM8	5.61	1.38	5.49	2.46	11.09	13629	4.08	24.53	4.51
NR1H4	4.89	1.20	4.87	1.63	11.23	13629	4.08	24.53	6.88
TMEM35	5.50	1.35	5.50	0.93	11.28	13629	4.08	24.53	12.18
ADAMTS5	5.98	1.47	5.92	1.32	12.84	13629	4.08	24.53	9.72
GSG1	4.19	1.03	4.15	1.68	12.23	13629	4.08	24.53	7.29
GPT	5.46	1.34	5.66	2.09	10.90	13629	4.08	24.54	5.21
SMPDL3A	6.71	1.65	6.86	1.20	12.03	13629	4.08	24.54	10.01
LOC51233	4.56	1.12	4.30	1.54	9.85	13629	4.08	24.54	6.41
WDR60	5.70	1.40	5.94	2.49	11.80	13629	4.07	24.54	4.75
KIAA0125	6.10	1.50	5.92	1.58	12.99	13629	4.07	24.54	8.20
ZNF222	5.00	1.23	5.22	2.17	8.83	13629	4.07	24.55	4.07
HOXD11	5.12	1.26	5.13	1.89	10.53	13629	4.07	24.55	5.58
EPHA2	6.45	1.58	6.42	2.23	13.01	13629	4.07	24.55	5.82
ITM2C	8.19	2.01	8.16	2.81	13.90	13629	4.07	24.55	4.95
PAK7	4.42	1.08	4.34	1.96	10.07	13629	4.07	24.55	5.13
KCNJ13	3.56	0.87	3.37	1.63	10.54	13629	4.07	24.55	6.45
F2RL3	4.23	1.04	4.21	1.72	8.26	13629	4.07	24.55	4.79
TNNT3	6.02	1.48	5.85	1.93	13.05	13629	4.07	24.56	6.78
HPSE	5.68	1.39	5.68	2.00	12.57	13629	4.07	24.56	6.28
PLA2G4C	6.41	1.57	6.18	1.85	11.30	13629	4.07	24.56	6.11
B3GALT1	3.44	0.85	3.31	1.72	8.57	13629	4.07	24.56	4.97
FOXJ1	5.28	1.30	5.19	2.32	10.89	13629	4.07	24.57	4.69
TPPP	5.07	1.25	5.03	1.85	10.17	13629	4.07	24.57	5.51
PLEK2	6.57	1.61	6.81	2.18	11.69	13629	4.07	24.57	5.35
ALDH1A2	5.57	1.37	5.33	1.43	12.95	13629	4.07	24.57	9.04
C19orf28	6.01	1.48	6.26	2.10	12.45	13629	4.07	24.57	5.92
IQGAP2	7.06	1.73	7.19	1.54	11.50	13629	4.07	24.57	7.49
FLJ10159	6.88	1.69	6.68	2.20	12.92	13629	4.07	24.57	5.87
PRO2964	4.24	1.04	4.39	0.93	7.94	13629	4.07	24.58	8.58
ALS2CR8	4.68	1.15	4.92	0.93	8.96	13629	4.07	24.58	9.68
OR10H2	3.55	0.87	3.38	1.32	7.48	13629	4.07	24.58	5.66
SLC27A5	5.56	1.37	5.70	2.34	11.66	13629	4.07	24.58	4.98
KCNH1	3.76	0.93	3.71	1.83	7.74	13629	4.07	24.58	4.24
GP1BB	5.07	1.25	4.97	2.42	11.23	13629	4.07	24.59	4.64
CD48	8.02	1.97	7.50	2.17	13.40	13629	4.07	24.59	6.17
FLJ23560	5.58	1.37	5.83	0.93	9.56	13629	4.07	24.59	10.33
FLJ23322	5.30	1.30	5.15	2.14	9.56	13629	4.07	24.60	4.47
PSTPIP2	6.17	1.52	6.15	1.81	11.73	13629	4.07	24.60	6.49
RRM2	8.22	2.02	8.38	2.26	13.10	13629	4.07	24.60	5.79
BEXL1	7.37	1.81	7.66	0.93	11.51	13629	4.06	24.61	12.43
PPIC	7.61	1.87	8.34	1.99	11.38	13629	4.06	24.61	5.73
GDAP1	4.96	1.22	5.11	1.85	9.90	13629	4.06	24.61	5.36
BTBD9	5.15	1.27	4.85	1.32	9.39	13629	4.06	24.61	7.10
CDC42BPB	6.76	1.66	7.12	1.68	10.39	13629	4.06	24.61	6.19
NUAK1	7.30	1.80	7.33	2.04	12.67	13629	4.06	24.61	6.22
GPRC5C	6.39	1.57	6.64	2.07	10.67	13629	4.06	24.62	5.15
SLC17A3	5.44	1.34	5.63	1.54	12.79	13629	4.06	24.62	8.33
HLA-DQB1	7.07	1.74	6.99	2.94	12.13	13629	4.06	24.62	4.12
ATAD2	6.57	1.62	6.59	1.68	11.24	13629	4.06	24.62	6.70
MGC26694	3.38	0.83	3.20	1.43	7.52	13629	4.06	24.62	5.25
P8	7.67	1.89	7.64	2.61	13.07	13629	4.06	24.63	5.01
OR1G1	4.84	1.19	4.60	2.07	8.36	13629	4.06	24.63	4.03
OKL38	5.48	1.35	5.62	1.32	10.27	13629	4.06	24.63	7.77
FOXF1	5.53	1.36	5.54	2.08	12.62	13629	4.06	24.63	6.08
CTSL2	6.47	1.59	6.36	2.23	13.20	13629	4.06	24.63	5.91
OR1D4	4.05	1.00	4.10	1.89	8.69	13629	4.06	24.64	4.60
AQP3	7.13	1.76	6.75	3.47	13.02	13629	4.06	24.64	3.75
MAGEB4	3.67	0.90	3.54	1.85	9.46	13629	4.06	24.64	5.12
FAT2	5.05	1.24	5.02	2.08	11.07	13629	4.06	24.64	5.32
FAM46C	6.51	1.60	6.21	2.26	12.11	13629	4.06	24.65	5.35
USP6NL	5.53	1.36	5.69	1.89	9.58	13629	4.06	24.65	5.07
BMPR1B	4.72	1.16	4.63	1.68	10.49	13629	4.06	24.65	6.25
LY6G6E	4.33	1.07	4.37	1.77	8.83	13629	4.06	24.65	5.00
HNMT	5.91	1.46	5.82	2.37	9.95	13629	4.06	24.65	4.21
FREQ	5.26	1.30	5.19	1.54	10.45	13629	4.06	24.65	6.80
CGI-37	6.26	1.54	6.47	1.32	10.39	13629	4.06	24.66	7.86
FLJ22662	7.84	1.93	7.97	2.32	13.40	13629	4.06	24.66	5.77
C21orf96	5.77	1.42	5.69	2.29	11.41	13629	4.05	24.66	4.98
DEPDC5	5.33	1.32	5.26	2.39	9.56	13629	4.05	24.66	4.00
SFRP1	6.35	1.57	5.85	2.81	13.26	13629	4.05	24.68	4.72
POLM	5.29	1.31	5.42	1.96	10.02	13629	4.05	24.68	5.10
UCP1	4.34	1.07	4.25	1.77	10.45	13629	4.05	24.69	5.92
ADRA2A	5.74	1.42	5.75	1.95	12.09	13629	4.05	24.69	6.20
FZD7	6.69	1.65	6.72	2.28	12.03	13629	4.05	24.69	5.26
SPINT2	8.76	2.16	9.15	2.48	13.51	13629	4.05	24.69	5.44
HNRPA3P1	4.44	1.10	4.68	1.20	8.53	13629	4.05	24.70	7.10
IL3	3.04	0.75	2.80	1.20	9.77	13629	4.05	24.70	8.13
CRNN	4.77	1.18	4.90	1.54	13.66	13629	4.05	24.71	8.89
ERMAP	5.10	1.26	5.26	1.93	11.28	13629	4.05	24.71	5.86
CYP20A1	5.57	1.38	5.85	1.72	10.34	13629	4.05	24.71	6.00
TTLL4	5.79	1.43	6.02	2.40	10.75	13629	4.05	24.71	4.48
LY6H	4.99	1.23	4.99	1.54	12.41	13629	4.05	24.71	8.08
ACADL	4.48	1.11	4.37	2.04	10.22	13629	4.05	24.71	5.02
PHOX2B	5.41	1.34	5.53	1.77	13.28	13629	4.05	24.72	7.52
SYTL2	5.20	1.28	5.24	1.32	10.46	13629	4.05	24.72	7.91
TNS4	5.21	1.29	5.10	2.38	10.75	13629	4.05	24.72	4.52
ZNF141	4.33	1.07	4.47	1.20	8.21	13629	4.05	24.72	6.83
DKFZp547G183	4.62	1.14	4.85	1.43	8.90	13629	4.04	24.72	6.21
STC2	6.56	1.62	6.11	2.54	12.89	13629	4.04	24.72	5.08
ZNF415	5.31	1.31	5.46	0.93	9.76	13629	4.04	24.74	10.55
PPP1R9A	5.66	1.40	5.69	1.43	10.59	13629	4.04	24.74	7.39
USP29	4.81	1.19	4.95	1.77	9.51	13629	4.04	24.74	5.39
CSPG4	4.75	1.17	4.59	2.08	10.16	13629	4.04	24.75	4.89
ACCN1	4.67	1.16	4.39	1.93	10.24	13629	4.04	24.75	5.32
HOXB9	4.95	1.23	5.05	0.93	9.47	13629	4.04	24.75	10.23
EFS	5.85	1.45	5.77	2.38	10.23	13629	4.04	24.75	4.30
TPSAB1	6.05	1.50	5.74	2.83	13.40	13629	4.04	24.76	4.74
SIX3	4.68	1.16	4.66	1.93	10.96	13629	4.04	24.76	5.69
BFSP1	4.44	1.10	4.53	1.32	10.09	13629	4.04	24.76	7.63
KIAA0319	4.40	1.09	4.33	1.93	9.80	13629	4.04	24.76	5.09
BAI1	4.90	1.21	4.70	1.91	10.23	13629	4.04	24.76	5.35
IL17E	4.83	1.20	4.55	2.04	9.46	13629	4.04	24.77	4.65
CLMN	5.65	1.40	5.82	1.68	10.76	13629	4.04	24.77	6.41
MS4A6A	7.39	1.83	7.41	1.72	12.70	13629	4.04	24.77	7.37
NEK2	6.05	1.50	6.12	2.07	10.37	13629	4.03	24.78	5.01
PXDN	7.63	1.89	7.78	1.32	12.62	13629	4.03	24.79	9.54
CXCR4	8.68	2.15	8.78	2.46	13.51	13629	4.03	24.79	5.49
ECAT11	5.22	1.29	5.40	2.12	12.64	13629	4.03	24.79	5.96
SIRPB2	5.30	1.31	5.30	1.83	10.30	13629	4.03	24.80	5.64
PAPOLB	3.07	0.76	2.87	1.20	7.49	13629	4.03	24.80	6.23
CYP11A1	4.73	1.17	4.83	1.89	13.73	13629	4.03	24.80	7.27
TNFRSF7	6.56	1.63	6.13	2.23	12.83	13629	4.03	24.80	5.75
TCL1A	6.19	1.54	5.94	2.72	13.22	13629	4.03	24.81	4.86
FLJ20014	5.61	1.39	5.65	2.05	9.34	13629	4.03	24.81	4.55
OR2F2	4.48	1.11	4.64	0.93	8.13	13629	4.03	24.81	8.78
TCL1B	4.58	1.14	4.33	2.29	11.88	13629	4.03	24.82	5.18
RUSC2	6.03	1.50	6.10	2.21	11.00	13629	4.03	24.82	4.99
KRTHA3B	4.27	1.06	3.96	2.00	12.49	13629	4.03	24.82	6.25
EPHA3	4.27	1.06	4.18	2.17	9.94	13629	4.03	24.82	4.58
BRCA2	4.82	1.20	4.89	1.72	8.77	13629	4.03	24.83	5.09
CCL24	4.39	1.09	4.28	2.14	11.24	13629	4.03	24.83	5.26
MTNR1B	4.08	1.01	3.85	1.58	8.97	13629	4.03	24.83	5.66
CACNG2	4.90	1.22	4.81	1.85	9.44	13629	4.03	24.83	5.11
CRYGA	4.32	1.07	4.31	1.85	7.94	13629	4.03	24.83	4.29
ECM2	6.14	1.53	6.02	1.85	11.94	13629	4.03	24.84	6.46
NMBR	4.41	1.10	4.41	1.43	9.73	13629	4.03	24.84	6.79
FLJ12056	3.76	0.93	3.66	1.77	8.12	13629	4.03	24.84	4.60
MXD3	5.64	1.40	5.19	1.91	10.42	13629	4.02	24.84	5.45
MYO1F	7.10	1.76	6.99	2.39	12.86	13629	4.02	24.85	5.37
PRC1	7.60	1.89	7.86	2.26	11.70	13629	4.02	24.85	5.17
CCRL2	5.29	1.31	5.34	1.81	11.35	13629	4.02	24.86	6.28
KCNQ2	4.76	1.18	4.59	2.31	10.42	13629	4.02	24.86	4.50
DMRT1	4.02	1.00	3.91	1.63	9.90	13629	4.02	24.86	6.06
DACT1	5.83	1.45	5.94	1.49	11.68	13629	4.02	24.87	7.87
WNT1	4.22	1.05	4.30	0.93	8.24	13629	4.02	24.87	8.90
TAF7L	4.48	1.11	4.56	1.77	9.71	13629	4.02	24.87	5.50
CYP1A1	5.12	1.27	5.15	1.68	12.87	13629	4.02	24.88	7.67
AQP1	7.17	1.78	6.94	2.49	13.18	13629	4.02	24.88	5.30
ABAT	6.51	1.62	6.19	2.54	12.56	13629	4.02	24.88	4.95
ZDHHC14	5.84	1.45	5.72	2.10	11.59	13629	4.02	24.88	5.51
INA	6.53	1.62	6.38	2.07	12.84	13629	4.02	24.88	6.20
CBS	6.22	1.55	6.15	2.23	10.69	13629	4.02	24.89	4.79
BDKRB2	5.65	1.41	5.71	2.25	11.79	13629	4.02	24.89	5.23
SLC22A1	4.20	1.04	4.18	1.83	12.20	13629	4.02	24.89	6.68
LOC388458	4.23	1.05	4.45	0.93	8.03	13629	4.02	24.89	8.67
ATP6V0A4	4.78	1.19	4.77	1.20	12.82	13629	4.02	24.91	10.67
LOC51336	4.78	1.19	5.01	0.93	7.83	13629	4.01	24.91	8.46
RNASE1	6.96	1.74	6.57	2.94	12.88	13629	4.01	24.91	4.37
TAAR5	4.52	1.13	4.26	2.03	10.41	13629	4.01	24.93	5.14
FPRL1	4.98	1.24	4.84	2.14	12.06	13629	4.01	24.94	5.64
BP75	3.82	0.95	3.66	1.32	7.30	13629	4.01	24.94	5.52
MLNR	4.02	1.00	4.04	1.32	8.33	13629	4.01	24.95	6.30
LOC400655	4.38	1.09	4.50	0.93	9.66	13629	4.01	24.95	10.43
PTPRR	4.74	1.18	4.72	1.77	11.44	13629	4.01	24.95	6.48
FLJ10232	3.97	0.99	3.63	2.29	7.88	13629	4.01	24.95	3.43
E2F2	4.36	1.09	4.26	1.85	9.47	13629	4.01	24.96	5.13
PSF1	6.96	1.74	7.06	2.07	11.10	13629	4.01	24.96	5.36
ZNF613	3.93	0.98	3.90	1.32	8.25	13629	4.01	24.96	6.24
APOL1	6.55	1.63	6.65	2.04	12.45	13629	4.01	24.96	6.12
LOC219414	4.09	1.02	4.31	1.32	7.74	13629	4.01	24.97	5.86
DGKG	5.01	1.25	5.04	2.07	9.53	13629	4.00	24.97	4.60
2'-PDE	4.64	1.16	4.85	0.93	9.23	13629	4.00	24.97	9.97
DDX31	5.83	1.46	5.80	2.17	9.78	13629	4.00	24.98	4.51
TMOD1	6.57	1.64	6.16	2.40	12.11	13629	4.00	24.98	5.05
NRN1	6.71	1.68	6.54	1.93	12.17	13629	4.00	24.98	6.32
TSSK2	4.53	1.13	4.68	1.32	11.96	13629	4.00	24.98	9.05
NPAS1	4.17	1.04	4.17	1.85	8.63	13629	4.00	24.98	4.67
VIPR2	5.05	1.26	4.90	2.10	12.06	13629	4.00	24.99	5.73
GRIN2D	3.71	0.93	3.60	0.93	7.32	13629	4.00	24.99	7.90
TEKT2	4.57	1.14	4.72	1.58	10.61	13629	4.00	24.99	6.69
CDO1	6.06	1.51	5.91	1.54	12.71	13629	4.00	25.00	8.28
BPNT1	4.04	1.01	4.11	1.20	7.57	13629	4.00	25.00	6.30
AER61	5.79	1.45	5.97	1.32	10.71	13629	4.00	25.01	8.11
IL18BP	5.27	1.32	4.93	1.68	9.58	13629	4.00	25.01	5.71
S100A14	7.24	1.81	6.69	2.52	12.64	13629	4.00	25.01	5.02
PNLIP	4.15	1.04	4.19	1.43	13.90	13629	4.00	25.01	9.70
ACCN4	4.93	1.23	4.67	2.21	9.28	13629	4.00	25.01	4.21
KCNB1	5.58	1.40	5.58	1.93	11.82	13629	4.00	25.02	6.14
SDPR	5.64	1.41	5.57	1.81	11.33	13629	4.00	25.02	6.27
MAGEL2	4.62	1.16	4.58	1.49	9.56	13629	4.00	25.02	6.44
LUZP4	5.55	1.39	5.69	1.58	10.44	13629	4.00	25.02	6.59
ZNF468	5.83	1.46	6.07	0.93	10.76	13629	4.00	25.03	11.62
TLX2	3.52	0.88	3.40	1.89	10.25	13629	4.00	25.03	5.43
TCN1	6.40	1.60	6.23	2.00	14.03	13629	3.99	25.04	7.01
GABRG2	5.08	1.27	5.08	1.54	10.76	13629	3.99	25.05	7.00
REGL	4.21	1.05	4.04	0.93	12.44	13629	3.99	25.05	13.44
HAPLN2	4.85	1.21	4.70	1.20	10.04	13629	3.99	25.05	8.36
TAAR3	3.87	0.97	3.86	1.20	7.92	13629	3.99	25.05	6.59
ZNF643	4.43	1.11	4.60	1.20	10.34	13629	3.99	25.06	8.60
GAGE4	5.91	1.48	5.81	1.91	13.82	13629	3.99	25.06	7.23
SNX16	4.90	1.23	5.13	0.93	8.91	13629	3.99	25.06	9.62
RHBG	4.71	1.18	4.41	1.81	9.95	13629	3.99	25.06	5.51
IFNA5	4.51	1.13	4.80	0.93	8.60	13629	3.99	25.06	9.29
PTGIR	5.60	1.40	5.45	1.63	10.55	13629	3.99	25.07	6.46
GJA12	4.81	1.21	4.43	2.08	9.33	13629	3.99	25.07	4.49
CDK5R1	4.86	1.22	4.60	2.07	10.84	13629	3.99	25.09	5.23
CYP21A2	4.49	1.13	4.19	2.17	13.51	13629	3.99	25.09	6.23
ZFY	4.71	1.18	4.89	0.93	8.62	13629	3.99	25.09	9.31
MYO10	6.76	1.70	6.95	2.38	11.24	13629	3.99	25.09	4.72
OR7A10	4.00	1.00	3.92	1.43	8.85	13629	3.98	25.10	6.18
PNLIPRP2	3.68	0.92	3.68	1.85	12.78	13629	3.98	25.10	6.91
LOC92973	5.43	1.36	5.55	1.77	11.86	13629	3.98	25.10	6.72
ETV3	3.53	0.89	3.26	0.93	8.48	13629	3.98	25.11	9.15
PDE6G	5.21	1.31	4.81	1.63	13.09	13629	3.98	25.11	8.02
NAV2	6.90	1.73	7.09	0.93	11.83	13629	3.98	25.11	12.78
STYK1	4.70	1.18	4.73	1.72	9.85	13629	3.98	25.11	5.72
CBLL1	5.37	1.35	5.56	0.93	9.68	13629	3.98	25.12	10.45
FLJ22349	4.57	1.15	4.48	1.89	8.57	13629	3.98	25.12	4.54
PHKA1	5.91	1.49	6.07	2.08	10.75	13629	3.98	25.12	5.16
ACE2	4.97	1.25	4.84	2.20	11.88	13629	3.98	25.12	5.40
KLHL11	4.63	1.16	4.57	1.58	9.71	13629	3.98	25.12	6.12
FLJ11783	4.50	1.13	4.36	1.58	9.84	13629	3.98	25.13	6.21
